State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Bihar,Sitamarhi,Late Rabi,Rainfed,CT 7722; Kaushal 3339; Vijay
Bihar,Sitamarhi,Late Rabi,Limited Irrigation,CT 7722; CT 7722; DMRH-1305; Him 129
Bihar,Darbhanga,Kharif,Irrigated,CT 7722; CO 6
Bihar,Darbhanga,Kharif,Rainfed,Kaushal 3339; DMRH-1301; Amber
Bihar,Darbhanga,Kharif,Limited Irrigation,DMRH-1301; CO 6; Malwa King
Bihar,Darbhanga,Rabi,Irrigated,DMRH-1301; Kaushal 3339; P2848W
Bihar,Darbhanga,Rabi,Rainfed,CT 7722; DMRH-1308
Bihar,Darbhanga,Rabi,Limited Irrigation,Kaushal 3339; DMRH-1308
Bihar,Darbhanga,Summer,Irrigated,DMRH-1308; Hi-Starch; CO 6
Bihar,Darbhanga,Summer,Rainfed,DMRH-1301; Hi-Starch; Aadarsh 3636; VL Baby corn 1
Bihar,Darbhanga,Summer,Limited Irrigation,DMRH-1308; P2809W; Him 123; Sona
Bihar,Darbhanga,Early Kharif,Irrigated,DMRH-1301; Early Composite; HQPM-7
Bihar,Darbhanga,Early Kharif,Rainfed,DMRH-1301; Prakash
Bihar,Darbhanga,Early Kharif,Limited Irrigation,DMRH-1308; DHM 115; Prakash; Amber Popcorn
Bihar,Darbhanga,Main Kharif,Irrigated,Kaushal 3339; Pratap Makka-9; P2848W
Bihar,Darbhanga,Main Kharif,Rainfed,CT 7722; Dekalb 9208; Amber; Almora Sweet Corn
Bihar,Darbhanga,Main Kharif,Limited Irrigation,DMRH-1301; HM 4
Bihar,Darbhanga,Late Kharif,Irrigated,CT 7722; NMH-731
Bihar,Darbhanga,Late Kharif,Rainfed,Kaushal 3339; Late varieties
Bihar,Darbhanga,Late Kharif,Limited Irrigation,CT 7722; PMH-3
Bihar,Darbhanga,Early Rabi,Irrigated,DMRH-1301; CT 1188
Bihar,Darbhanga,Early Rabi,Rainfed,DMRH-1308; Aadarsh 3636; Aadarsh 3636; PMH-3
Bihar,Darbhanga,Early Rabi,Limited Irrigation,CT 7722; Aadarsh 3636; DMRH-1305
Bihar,Darbhanga,Main Rabi,Irrigated,DMRH-1301; Kaushal 3339
Bihar,Darbhanga,Main Rabi,Rainfed,CT 7722; PMH 17; Amber
Bihar,Darbhanga,Main Rabi,Limited Irrigation,Kaushal 3339; Raakhi 1899; Prakash
Bihar,Darbhanga,Late Rabi,Irrigated,CT 7722; CT 7722
Bihar,Darbhanga,Late Rabi,Rainfed,DMRH-1308; Raakhi 1899; Vijay; HM-12
Bihar,Darbhanga,Late Rabi,Limited Irrigation,Kaushal 3339; CT 7722
Bihar,Madhubani,Kharif,Irrigated,DMRH-1301; CO 6
Bihar,Madhubani,Kharif,Rainfed,DMRH-1301; MM 9344; Aadarsh 3636
Bihar,Madhubani,Kharif,Limited Irrigation,CT 7722; DMRH-1301; Malwa King
Bihar,Madhubani,Rabi,Irrigated,CT 7722; P2848W
Bihar,Madhubani,Rabi,Rainfed,DMRH-1301; CT 7722
Bihar,Madhubani,Rabi,Limited Irrigation,CT 7722; DMRH-1308; Prakash
Bihar,Madhubani,Summer,Irrigated,CT 7722; P2848W; HQPM-7
Bihar,Madhubani,Summer,Rainfed,CT 7722; P2809W; Diyara Composite
Bihar,Madhubani,Summer,Limited Irrigation,DMRH-1308; P2809W; Him 123
Bihar,Madhubani,Early Kharif,Irrigated,DMRH-1301; DHM 115; DMRH-1308
Bihar,Madhubani,Early Kharif,Rainfed,CT 7722; Pusa Extra Early Hybrid Makka-5; Amber
Bihar,Madhubani,Early Kharif,Limited Irrigation,DMRH-1301; Pusa Extra Early Hybrid Makka-5; Prakash; NMH-803
Bihar,Madhubani,Main Kharif,Irrigated,CT 7722; COH(M) 8; CO 6
Bihar,Madhubani,Main Kharif,Rainfed,DMRH-1308; Pearl Popcorn; Aadarsh 3636
Bihar,Madhubani,Main Kharif,Limited Irrigation,DMRH-1301; DHM 115; DMRH-1305
Bihar,Madhubani,Late Kharif,Irrigated,DMRH-1308; PMH-3
Bihar,Madhubani,Late Kharif,Rainfed,Kaushal 3339; NMH-731; Amber; J-1006
Bihar,Madhubani,Late Kharif,Limited Irrigation,Kaushal 3339; NMH-731; Him 123
Bihar,Madhubani,Early Rabi,Irrigated,CT 7722; P2809W; CO 6
Bihar,Madhubani,Early Rabi,Rainfed,DMRH-1308; CT 1188; Amber; Ganga Hybrid-101
Bihar,Madhubani,Early Rabi,Limited Irrigation,DMRH-1308; Aadarsh 3636; Malwa King; Ganga Hybrid-1
Bihar,Madhubani,Main Rabi,Irrigated,Kaushal 3339; Vivek QPM 9; P2848W
Bihar,Madhubani,Main Rabi,Rainfed,CT 7722; Naveen Composite; Aadarsh 3636; VL Popcorn
Bihar,Madhubani,Main Rabi,Limited Irrigation,CT 7722; HQPM-7; Prakash
Bihar,Madhubani,Late Rabi,Irrigated,CT 7722; CT 7722
Bihar,Madhubani,Late Rabi,Rainfed,DMRH-1308; Raakhi 1899
Bihar,Madhubani,Late Rabi,Limited Irrigation,CT 7722; Raakhi 1899; Prakash
Bihar,Patna,Kharif,Irrigated,DMRH-1301; DMRH-1301; DMRH-1308; Bio-22027
Bihar,Patna,Kharif,Rainfed,DMRH-1301; Bisco 855; Vijay; Kissan Composite
Bihar,Patna,Kharif,Limited Irrigation,DMRH-1308; Bisco 855; Him 123; Ganga Hybrid-101
Bihar,Patna,Rabi,Irrigated,CT 7722; DMRH-1308
Bihar,Patna,Rabi,Rainfed,CT 7722; DMRH-1308; Diyara Composite
Bihar,Patna,Rabi,Limited Irrigation,Kaushal 3339; CT 7722
Bihar,Patna,Summer,Irrigated,DMRH-1308; P2809W; CO 6
Bihar,Patna,Summer,Rainfed,DMRH-1308; Hi-Starch
Bihar,Patna,Summer,Limited Irrigation,Kaushal 3339; P2848W; Him 123; Ganga-4
Bihar,Patna,Early Kharif,Irrigated,DMRH-1308; Pusa Extra Early Hybrid Makka-5
Bihar,Patna,Early Kharif,Rainfed,CT 7722; DHM 115
Bihar,Patna,Early Kharif,Limited Irrigation,Kaushal 3339; DHM 115; Him 123; Pusa HM4 Improved
Bihar,Patna,Main Kharif,Irrigated,DMRH-1308; Sweet corn Hybrid VH-44
Bihar,Patna,Main Kharif,Rainfed,CT 7722; VL 42; Diyara Composite; Jawahar
Bihar,Patna,Main Kharif,Limited Irrigation,DMRH-1301; Ganga-7; Malwa King; Bio-22027
Bihar,Patna,Late Kharif,Irrigated,DMRH-1308; NMH-731; DMRH-1308
Bihar,Patna,Late Kharif,Rainfed,DMRH-1308; PMH-3; Diyara Composite; PFM-66
Bihar,Patna,Late Kharif,Limited Irrigation,DMRH-1308; PMH-3
Bihar,Patna,Early Rabi,Irrigated,DMRH-1308; Aadarsh 3636
Bihar,Patna,Early Rabi,Rainfed,DMRH-1301; CT 1188; Vijay
Bihar,Patna,Early Rabi,Limited Irrigation,DMRH-1301; P2809W
Bihar,Patna,Main Rabi,Irrigated,DMRH-1308; PMH-10; P2848W
Bihar,Patna,Main Rabi,Rainfed,CT 7722; Bio-22027; Diyara Composite
Bihar,Patna,Main Rabi,Limited Irrigation,CT 7722; Partap Kanchan-2
Bihar,Patna,Late Rabi,Irrigated,CT 7722; Raakhi 1899
Bihar,Patna,Late Rabi,Rainfed,CT 7722; CT 7722
Bihar,Patna,Late Rabi,Limited Irrigation,DMRH-1308; Kaushal 3339; Prakash
Bihar,Nalanda,Kharif,Irrigated,DMRH-1301; DMRH-1301
Bihar,Nalanda,Kharif,Rainfed,DMRH-1301; CO 6; Diyara Composite
Bihar,Nalanda,Kharif,Limited Irrigation,DMRH-1301; DMRH-1301
Bihar,Nalanda,Rabi,Irrigated,Kaushal 3339; DMRH-1308; HQPM-7; Ganga Hybrid-101
Bihar,Nalanda,Rabi,Rainfed,DMRH-1308; DMRH-1308
Bihar,Nalanda,Rabi,Limited Irrigation,CT 7722; Kaushal 3339; Malwa King; PR 132
Bihar,Nalanda,Summer,Irrigated,Kaushal 3339; Sugar 75; CO 6
Bihar,Nalanda,Summer,Rainfed,Kaushal 3339; P2848W; Amber
Bihar,Nalanda,Summer,Limited Irrigation,DMRH-1301; Hi-Starch; DMRH-1305; Pusa Vivek QPM9 Improved
Bihar,Nalanda,Early Kharif,Irrigated,CT 7722; Pusa Extra Early Hybrid Makka-5
Bihar,Nalanda,Early Kharif,Rainfed,Kaushal 3339; Prakash; Aadarsh 3636
Bihar,Nalanda,Early Kharif,Limited Irrigation,Kaushal 3339; Prakash; Him 123
Bihar,Nalanda,Main Kharif,Irrigated,Kaushal 3339; Raakhi 1899
Bihar,Nalanda,Main Kharif,Rainfed,Kaushal 3339; Himalayan 123; Aadarsh 3636; Kishan
Bihar,Nalanda,Main Kharif,Limited Irrigation,Kaushal 3339; Pratap Hybrid Maize-1
Bihar,Nalanda,Late Kharif,Irrigated,DMRH-1308; NMH-731; HQPM-7
Bihar,Nalanda,Late Kharif,Rainfed,DMRH-1301; NMH-731; Diyara Composite; Ganga-4
Bihar,Nalanda,Late Kharif,Limited Irrigation,CT 7722; Late varieties; Prakash; Ganga Hybrid-101
Bihar,Nalanda,Early Rabi,Irrigated,CT 7722; CT 1188
Bihar,Nalanda,Early Rabi,Rainfed,Kaushal 3339; Aadarsh 3636; Vijay; Sugar 75
Bihar,Nalanda,Early Rabi,Limited Irrigation,CT 7722; CT 1188; Prakash; Amber
Bihar,Nalanda,Main Rabi,Irrigated,CT 7722; NMH-803
Bihar,Nalanda,Main Rabi,Rainfed,DMRH-1301; PR 132; Vijay
Bihar,Nalanda,Main Rabi,Limited Irrigation,CT 7722; BPCH 6; DMRH-1305
Bihar,Nalanda,Late Rabi,Irrigated,DMRH-1301; CT 7722; P2848W; Jawahar
Bihar,Nalanda,Late Rabi,Rainfed,DMRH-1301; Raakhi 1899
Bihar,Nalanda,Late Rabi,Limited Irrigation,DMRH-1301; CT 7722; Malwa King; DMRH-1305
Bihar,Gaya,Kharif,Irrigated,Kaushal 3339; MM 9344; CO 6
Bihar,Gaya,Kharif,Rainfed,Kaushal 3339; Bisco 855
Bihar,Gaya,Kharif,Limited Irrigation,CT 7722; Bisco 855; Malwa King; VL Popcorn
Bihar,Gaya,Rabi,Irrigated,DMRH-1308; DMRH-1308; DMRH-1308
Bihar,Gaya,Rabi,Rainfed,CT 7722; Kaushal 3339
Bihar,Gaya,Rabi,Limited Irrigation,Kaushal 3339; DMRH-1308
Bihar,Gaya,Summer,Irrigated,DMRH-1301; P2809W; DMRH-1308; Jawahar
Bihar,Gaya,Summer,Rainfed,CT 7722; Hi-Starch; Amber
Bihar,Gaya,Summer,Limited Irrigation,DMRH-1301; P2848W
Bihar,Gaya,Early Kharif,Irrigated,CT 7722; Pusa Extra Early Hybrid Makka-5; DMRH-1308
Bihar,Gaya,Early Kharif,Rainfed,CT 7722; Early Composite; Diyara Composite; CT 1188
Bihar,Gaya,Early Kharif,Limited Irrigation,Kaushal 3339; Prakash; Prakash; Bisco 555
Bihar,Gaya,Main Kharif,Irrigated,DMRH-1308; Naveen Composite; DMRH-1308; Madhuri
Bihar,Gaya,Main Kharif,Rainfed,DMRH-1308; HM-12
Bihar,Gaya,Main Kharif,Limited Irrigation,CT 7722; Ganga Hybrid-101
Bihar,Gaya,Late Kharif,Irrigated,Kaushal 3339; NMH-731; P2848W
Bihar,Gaya,Late Kharif,Rainfed,DMRH-1308; Late varieties; Vijay
Bihar,Gaya,Late Kharif,Limited Irrigation,CT 7722; PMH-3
Bihar,Gaya,Early Rabi,Irrigated,DMRH-1308; P2809W; P2848W; Pusa HM4 Improved
Bihar,Gaya,Early Rabi,Rainfed,DMRH-1301; P2809W; Aadarsh 3636
Bihar,Gaya,Early Rabi,Limited Irrigation,DMRH-1308; P2809W
Bihar,Gaya,Main Rabi,Irrigated,CT 7722; Gujarat Anand White Maize Hybrid-2; CO 6
Bihar,Gaya,Main Rabi,Rainfed,DMRH-1301; PMH-10; Diyara Composite
Bihar,Gaya,Main Rabi,Limited Irrigation,CT 7722; Shaktiman-3; Prakash
Bihar,Gaya,Late Rabi,Irrigated,Kaushal 3339; Kaushal 3339
Bihar,Gaya,Late Rabi,Rainfed,CT 7722; Kaushal 3339
Bihar,Gaya,Late Rabi,Limited Irrigation,Kaushal 3339; Raakhi 1899; Him 123
Bihar,Jehanabad,Kharif,Irrigated,DMRH-1308; DMRH-1301; HQPM-7; NMH-803
Bihar,Jehanabad,Kharif,Rainfed,Kaushal 3339; CO 6
Bihar,Jehanabad,Kharif,Limited Irrigation,Kaushal 3339; CO 6
Bihar,Jehanabad,Rabi,Irrigated,CT 7722; DMRH-1308; HQPM-7; Pusa Vivek QPM9 Improved
Bihar,Jehanabad,Rabi,Rainfed,CT 7722; Kaushal 3339; Amber; Gujarat Anand White Maize Hybrid-2
Bihar,Jehanabad,Rabi,Limited Irrigation,Kaushal 3339; CT 7722
Bihar,Jehanabad,Summer,Irrigated,CT 7722; Hi-Starch; HQPM-7; Aadarsh 3636
Bihar,Jehanabad,Summer,Rainfed,DMRH-1301; P2848W
Bihar,Jehanabad,Summer,Limited Irrigation,DMRH-1308; P2809W
Bihar,Jehanabad,Early Kharif,Irrigated,DMRH-1308; Early Composite; DMRH-1308; DMRH-1305
Bihar,Jehanabad,Early Kharif,Rainfed,DMRH-1301; Early Composite
Bihar,Jehanabad,Early Kharif,Limited Irrigation,DMRH-1308; Pusa Extra Early Hybrid Makka-5; Malwa King
Bihar,Jehanabad,Main Kharif,Irrigated,Kaushal 3339; DMRH-1305
Bihar,Jehanabad,Main Kharif,Rainfed,DMRH-1308; Aadarsh 3636
Bihar,Jehanabad,Main Kharif,Limited Irrigation,DMRH-1301; Partap Kanchan-2
Bihar,Jehanabad,Late Kharif,Irrigated,CT 7722; PMH-3; P2848W
Bihar,Jehanabad,Late Kharif,Rainfed,CT 7722; NMH-731; Diyara Composite; Vivek QPM 9
Bihar,Jehanabad,Late Kharif,Limited Irrigation,CT 7722; NMH-731; Prakash
Bihar,Jehanabad,Early Rabi,Irrigated,DMRH-1308; CT 1188; HQPM-7; DMRH-1305
Bihar,Jehanabad,Early Rabi,Rainfed,DMRH-1308; Aadarsh 3636; Aadarsh 3636; KMH-218 Plus
Bihar,Jehanabad,Early Rabi,Limited Irrigation,DMRH-1308; CT 1188; Malwa King
Bihar,Jehanabad,Main Rabi,Irrigated,CT 7722; VL 42; HQPM-7
Bihar,Jehanabad,Main Rabi,Rainfed,CT 7722; HQPM-5; Aadarsh 3636
Bihar,Jehanabad,Main Rabi,Limited Irrigation,Kaushal 3339; CO 6; Malwa King
Bihar,Jehanabad,Late Rabi,Irrigated,Kaushal 3339; CT 7722; DMRH-1308
Bihar,Jehanabad,Late Rabi,Rainfed,DMRH-1308; CT 7722
Bihar,Jehanabad,Late Rabi,Limited Irrigation,DMRH-1308; CT 7722; Him 123; PEH-2
Bihar,Rohtas,Kharif,Irrigated,DMRH-1301; Bisco 855; DMRH-1308
Bihar,Rohtas,Kharif,Rainfed,DMRH-1301; DMRH-1301
Bihar,Rohtas,Kharif,Limited Irrigation,Kaushal 3339; DMRH-1301; Malwa King
Bihar,Rohtas,Rabi,Irrigated,Kaushal 3339; Kaushal 3339; DMRH-1308
Bihar,Rohtas,Rabi,Rainfed,CT 7722; DMRH-1308; Diyara Composite; COH(M) 8
Bihar,Rohtas,Rabi,Limited Irrigation,Kaushal 3339; Kaushal 3339
Bihar,Rohtas,Summer,Irrigated,DMRH-1301; Hi-Starch; P2848W; Pusa HM4 Improved
Bihar,Rohtas,Summer,Rainfed,Kaushal 3339; P2848W; Amber; Dekalb 9208
Bihar,Rohtas,Summer,Limited Irrigation,DMRH-1308; Hi-Starch; Prakash
Bihar,Rohtas,Early Kharif,Irrigated,CT 7722; DHM 115
Bihar,Rohtas,Early Kharif,Rainfed,CT 7722; Prakash; Amber
Bihar,Rohtas,Early Kharif,Limited Irrigation,Kaushal 3339; Pusa Extra Early Hybrid Makka-5; Prakash; Aadarsh 3636
Bihar,Rohtas,Main Kharif,Irrigated,CT 7722; HQPM-28; DMRH-1308
Bihar,Rohtas,Main Kharif,Rainfed,DMRH-1308; Vikram; Diyara Composite; Bio-22027
Bihar,Rohtas,Main Kharif,Limited Irrigation,Kaushal 3339; Raakhi 1899
Bihar,Rohtas,Late Kharif,Irrigated,Kaushal 3339; NMH-731
Bihar,Rohtas,Late Kharif,Rainfed,DMRH-1301; PMH-3; Aadarsh 3636
Bihar,Rohtas,Late Kharif,Limited Irrigation,Kaushal 3339; Late varieties
Bihar,Rohtas,Early Rabi,Irrigated,DMRH-1301; CT 1188
Bihar,Rohtas,Early Rabi,Rainfed,DMRH-1301; P2809W; Vijay; Paravati
Bihar,Rohtas,Early Rabi,Limited Irrigation,CT 7722; P2809W; DMRH-1305; Sugar 75
Bihar,Rohtas,Main Rabi,Irrigated,Kaushal 3339; Early Composite; DMRH-1308; Paras
Bihar,Rohtas,Main Rabi,Rainfed,DMRH-1301; Pearl Popcorn; Vijay
Bihar,Rohtas,Main Rabi,Limited Irrigation,DMRH-1301; HM 4
Bihar,Rohtas,Late Rabi,Irrigated,CT 7722; Kaushal 3339; CO 6; Chandramani
Bihar,Rohtas,Late Rabi,Rainfed,CT 7722; CT 7722; Amber
Bihar,Rohtas,Late Rabi,Limited Irrigation,Kaushal 3339; Raakhi 1899
Bihar,Bhojpur,Kharif,Irrigated,DMRH-1301; Bisco 855; HQPM-7; PEH-1
Bihar,Bhojpur,Kharif,Rainfed,DMRH-1308; CO 6; Amber; Navjot
Bihar,Bhojpur,Kharif,Limited Irrigation,DMRH-1301; Bisco 855; Prakash
Bihar,Bhojpur,Rabi,Irrigated,DMRH-1301; P2848W; CO 6; VL Popcorn
Bihar,Bhojpur,Rabi,Rainfed,CT 7722; DMRH-1308; Aadarsh 3636
Bihar,Bhojpur,Rabi,Limited Irrigation,DMRH-1301; P2848W
Bihar,Bhojpur,Summer,Irrigated,CT 7722; Sugar 75
Bihar,Bhojpur,Summer,Rainfed,DMRH-1308; Hi-Starch; Aadarsh 3636
Bihar,Bhojpur,Summer,Limited Irrigation,Kaushal 3339; Hi-Starch; Him 123; Shaktiman-3
Bihar,Bhojpur,Early Kharif,Irrigated,Kaushal 3339; Pusa Extra Early Hybrid Makka-5; DMRH-1308; PR 132
Bihar,Bhojpur,Early Kharif,Rainfed,DMRH-1308; Early Composite; Amber; HM 4
Bihar,Bhojpur,Early Kharif,Limited Irrigation,CT 7722; Prakash; Malwa King; HQPM-5
Bihar,Bhojpur,Main Kharif,Irrigated,DMRH-1308; PFM-66
Bihar,Bhojpur,Main Kharif,Rainfed,DMRH-1301; Prakash
Bihar,Bhojpur,Main Kharif,Limited Irrigation,DMRH-1308; Agraj; DMRH-1305
Bihar,Bhojpur,Late Kharif,Irrigated,CT 7722; PMH-3
Bihar,Bhojpur,Late Kharif,Rainfed,Kaushal 3339; NMH-731
Bihar,Bhojpur,Late Kharif,Limited Irrigation,DMRH-1301; PMH-3
Bihar,Bhojpur,Early Rabi,Irrigated,DMRH-1301; P2809W; P2848W
Bihar,Bhojpur,Early Rabi,Rainfed,CT 7722; P2809W
Bihar,Bhojpur,Early Rabi,Limited Irrigation,CT 7722; CT 1188; Prakash; Bisco 855
Bihar,Bhojpur,Main Rabi,Irrigated,DMRH-1308; J-1006
Bihar,Bhojpur,Main Rabi,Rainfed,DMRH-1308; P2809W; Vijay
Bihar,Bhojpur,Main Rabi,Limited Irrigation,DMRH-1308; VL 42; Malwa King; Partap Kanchan-2
Bihar,Bhojpur,Late Rabi,Irrigated,CT 7722; Raakhi 1899
Bihar,Bhojpur,Late Rabi,Rainfed,CT 7722; Kaushal 3339; Amber; Pratap Hybrid Maize-1
Bihar,Bhojpur,Late Rabi,Limited Irrigation,Kaushal 3339; Raakhi 1899; DMRH-1305; HQPM-7
Bihar,Buxar,Kharif,Irrigated,CT 7722; DMRH-1301
Bihar,Buxar,Kharif,Rainfed,Kaushal 3339; DMRH-1301; Vijay; Malwa King
Bihar,Buxar,Kharif,Limited Irrigation,Kaushal 3339; DMRH-1301; DMRH-1305
Bihar,Buxar,Rabi,Irrigated,Kaushal 3339; DMRH-1308; HQPM-7
Bihar,Buxar,Rabi,Rainfed,DMRH-1308; CT 7722; Aadarsh 3636
Bihar,Buxar,Rabi,Limited Irrigation,CT 7722; CT 7722; Malwa King; Pusa HM-9 Improved
Bihar,Buxar,Summer,Irrigated,Kaushal 3339; P2848W
Bihar,Buxar,Summer,Rainfed,DMRH-1308; Hi-Starch; Vijay
Bihar,Buxar,Summer,Limited Irrigation,DMRH-1301; Hi-Starch
Bihar,Buxar,Early Kharif,Irrigated,DMRH-1301; Pusa Extra Early Hybrid Makka-5
Bihar,Buxar,Early Kharif,Rainfed,DMRH-1301; Prakash
Bihar,Buxar,Early Kharif,Limited Irrigation,DMRH-1308; Early Composite
Bihar,Buxar,Main Kharif,Irrigated,DMRH-1308; Paras; DMRH-1308
Bihar,Buxar,Main Kharif,Rainfed,DMRH-1308; Sona
Bihar,Buxar,Main Kharif,Limited Irrigation,DMRH-1301; Paravati; Him 123; Amber Popcorn
Bihar,Buxar,Late Kharif,Irrigated,CT 7722; Late varieties
Bihar,Buxar,Late Kharif,Rainfed,CT 7722; Late varieties
Bihar,Buxar,Late Kharif,Limited Irrigation,DMRH-1301; Late varieties
Bihar,Buxar,Early Rabi,Irrigated,CT 7722; P2809W; HQPM-7
Bihar,Buxar,Early Rabi,Rainfed,DMRH-1301; P2809W
Bihar,Buxar,Early Rabi,Limited Irrigation,DMRH-1301; P2809W; DMRH-1305
Bihar,Buxar,Main Rabi,Irrigated,DMRH-1308; HM-12
Bihar,Buxar,Main Rabi,Rainfed,Kaushal 3339; PMH 17; Diyara Composite
Bihar,Buxar,Main Rabi,Limited Irrigation,CT 7722; Bisco X 5129; Him 123; Pratap Makka-9
Bihar,Buxar,Late Rabi,Irrigated,DMRH-1308; CT 7722; P2848W; Bisco 855
Bihar,Buxar,Late Rabi,Rainfed,Kaushal 3339; CT 7722
Bihar,Buxar,Late Rabi,Limited Irrigation,Kaushal 3339; CT 7722; Malwa King; Bisco X 5129
Bihar,Kaimur,Kharif,Irrigated,CT 7722; MM 9344
Bihar,Kaimur,Kharif,Rainfed,DMRH-1308; MM 9344
Bihar,Kaimur,Kharif,Limited Irrigation,DMRH-1308; DMRH-1301; DMRH-1305; Shaktiman-1
Bihar,Kaimur,Rabi,Irrigated,DMRH-1301; DMRH-1308; CO 6; CP 988
Bihar,Kaimur,Rabi,Rainfed,CT 7722; CT 7722
Bihar,Kaimur,Rabi,Limited Irrigation,CT 7722; P2848W
Bihar,Kaimur,Summer,Irrigated,CT 7722; Sugar 75
Bihar,Kaimur,Summer,Rainfed,CT 7722; P2848W
Bihar,Kaimur,Summer,Limited Irrigation,Kaushal 3339; P2809W; Prakash; Madhuri
Bihar,Kaimur,Early Kharif,Irrigated,Kaushal 3339; Early Composite
Bihar,Kaimur,Early Kharif,Rainfed,CT 7722; Pusa Extra Early Hybrid Makka-5; Vijay; HQPM-4
Bihar,Kaimur,Early Kharif,Limited Irrigation,Kaushal 3339; Pusa Extra Early Hybrid Makka-5
Bihar,Kaimur,Main Kharif,Irrigated,Kaushal 3339; African Tall; HQPM-7
Bihar,Kaimur,Main Kharif,Rainfed,DMRH-1308; Kissan Composite; Vijay
Bihar,Kaimur,Main Kharif,Limited Irrigation,DMRH-1301; Amber Popcorn; DMRH-1305
Bihar,Kaimur,Late Kharif,Irrigated,DMRH-1301; Late varieties; P2848W; Pusa Vivek QPM9 Improved
Bihar,Kaimur,Late Kharif,Rainfed,DMRH-1301; NMH-731; Diyara Composite
Bihar,Kaimur,Late Kharif,Limited Irrigation,DMRH-1308; PMH-3; Him 123; Bisco 555
Bihar,Kaimur,Early Rabi,Irrigated,CT 7722; P2809W
Bihar,Kaimur,Early Rabi,Rainfed,DMRH-1308; CT 1188; Vijay
Bihar,Kaimur,Early Rabi,Limited Irrigation,Kaushal 3339; P2809W; Him 123; PHB 30B50
Bihar,Kaimur,Main Rabi,Irrigated,Kaushal 3339; Vikram
Bihar,Kaimur,Main Rabi,Rainfed,DMRH-1308; CT 7722; Amber
Bihar,Kaimur,Main Rabi,Limited Irrigation,DMRH-1301; PEH-2
Bihar,Kaimur,Late Rabi,Irrigated,DMRH-1301; Kaushal 3339
Bihar,Kaimur,Late Rabi,Rainfed,Kaushal 3339; Kaushal 3339; Amber; KH 5991
Bihar,Kaimur,Late Rabi,Limited Irrigation,Kaushal 3339; Kaushal 3339
Rajasthan,Udaipur,Kharif,Irrigated,DMRH-1308; CO 6; P2848W; P3506W
Rajasthan,Udaipur,Kharif,Rainfed,Malwa King; DMRH-1301
Rajasthan,Udaipur,Kharif,Limited Irrigation,Pratap Makka-9; Bisco 855; Malwa King; Ganga-7
Rajasthan,Udaipur,Rabi,Irrigated,DMRH-1308; CT 7722; P2848W; Gujarat Makai-6
Rajasthan,Udaipur,Rabi,Rainfed,Malwa King; CT 7722; Vijay
Rajasthan,Udaipur,Rabi,Limited Irrigation,Pratap Makka-9; Kaushal 3339
Rajasthan,Udaipur,Summer,Irrigated,Pratap Makka-9; Hi-Starch; HQPM-7; Ganga Hybrid-101
Rajasthan,Udaipur,Summer,Rainfed,NMH-731; Sugar 75; Vijay
Rajasthan,Udaipur,Summer,Limited Irrigation,Malwa King; P2809W
Rajasthan,Udaipur,Early Kharif,Irrigated,Malwa King; Early Composite; P2848W; Agraj
Rajasthan,Udaipur,Early Kharif,Rainfed,Pratap Makka-9; DHM 115
Rajasthan,Udaipur,Early Kharif,Limited Irrigation,Pratap Makka-9; DHM 115; Him 123
Rajasthan,Udaipur,Main Kharif,Irrigated,NMH-731; Pusa HM-9 Improved; CO 6
Rajasthan,Udaipur,Main Kharif,Rainfed,Pratap Makka-9; Pusa HM8 Improved; Vijay; NAH-2049
Rajasthan,Udaipur,Main Kharif,Limited Irrigation,NMH-731; CT 1188; Him 123
Rajasthan,Udaipur,Late Kharif,Irrigated,NMH-731; Late varieties; HQPM-7
Rajasthan,Udaipur,Late Kharif,Rainfed,NMH-731; Late varieties; Diyara Composite
Rajasthan,Udaipur,Late Kharif,Limited Irrigation,DMRH-1308; PMH-3; Him 123
Rajasthan,Udaipur,Early Rabi,Irrigated,NMH-731; P2809W; CO 6; VL 42
Rajasthan,Udaipur,Early Rabi,Rainfed,Malwa King; CT 1188
Rajasthan,Udaipur,Early Rabi,Limited Irrigation,NMH-731; P2809W; Him 123; Partap Kanchan-2
Rajasthan,Udaipur,Main Rabi,Irrigated,DMRH-1308; Maize Hybrid AH-58
Rajasthan,Udaipur,Main Rabi,Rainfed,Malwa King; Paravati
Rajasthan,Udaipur,Main Rabi,Limited Irrigation,NMH-731; Pratap Makka-9; Prakash
Rajasthan,Udaipur,Late Rabi,Irrigated,Pratap Makka-9; Raakhi 1899
Rajasthan,Udaipur,Late Rabi,Rainfed,DMRH-1308; Raakhi 1899; Diyara Composite; NMH-731
Rajasthan,Udaipur,Late Rabi,Limited Irrigation,Malwa King; CT 7722; Him 123
Rajasthan,Dungarpur,Kharif,Irrigated,DMRH-1308; CO 6; DMRH-1308; African Tall
Rajasthan,Dungarpur,Kharif,Rainfed,Malwa King; Bisco 855; Diyara Composite; Him 129
Rajasthan,Dungarpur,Kharif,Limited Irrigation,Pratap Makka-9; DMRH-1301; DMRH-1305
Rajasthan,Dungarpur,Rabi,Irrigated,Malwa King; CT 7722; P2848W
Rajasthan,Dungarpur,Rabi,Rainfed,NMH-731; DMRH-1308; Amber
Rajasthan,Dungarpur,Rabi,Limited Irrigation,Pratap Makka-9; DMRH-1308; Prakash
